	OverallCond	RoofMatl	Exterior1st	Exterior2nd	MasVnrType	ExterQual	ExterCond	Heating	HeatingQC	CentralAir	Electrical	KitchenQual	Functional	Fireplaces	GarageQual	GarageCond	Utilities	SalePrice
966	7	CompShg	MetalSd	MetalSd	None	2	2	GasA	0	1	SBrkr	3	3	2	4	4	0	160000
967	7	CompShg	Wd Sdng	Wd Sdng	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	135000
968	6	CompShg	VinylSd	VinylSd	None	3	4	Grav	1	0	SBrkr	3	6	0	5	5	0	37900
969	5	CompShg	HdBoard	HdBoard	BrkFace	3	1	GasA	4	1	SBrkr	3	6	0	4	4	0	140000
970	4	CompShg	AsbShng	AsbShng	None	3	4	GasA	4	0	FuseA	3	6	0	5	5	0	135000
971	5	CompShg	VinylSd	Wd Shng	Stone	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	173000
972	5	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	99500
973	5	CompShg	CemntBd	CmentBd	Zero	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	182000
974	8	CompShg	HdBoard	HdBoard	None	3	2	GasA	4	0	SBrkr	2	6	0	4	4	0	167500
975	5	CompShg	MetalSd	MetalSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	165000
976	7	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	FuseA	1	6	0	5	5	0	85500
977	5	CompShg	VinylSd	VinylSd	Zero	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	199900
978	5	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	110000
979	6	CompShg	VinylSd	VinylSd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	139000
980	9	CompShg	CemntBd	CmentBd	Stone	0	4	GasA	2	1	SBrkr	0	6	0	4	4	0	178400
981	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	336000
982	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	159895
983	5	CompShg	CemntBd	CmentBd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	255900
984	5	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	2	6	0	4	4	0	126000
985	5	CompShg	MetalSd	MetalSd	None	3	4	GasW	4	0	SBrkr	3	6	0	4	4	0	125000
986	8	CompShg	VinylSd	VinylSd	None	3	2	GasA	2	1	SBrkr	2	6	0	1	4	0	117000
987	5	CompShg	VinylSd	VinylSd	Stone	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	395192
988	6	CompShg	Plywood	Plywood	BrkFace	3	4	GasA	4	1	SBrkr	2	6	1	4	4	0	195000
989	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	197000
990	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	348000
991	9	CompShg	Wd Sdng	Wd Sdng	None	2	2	GasA	2	1	SBrkr	2	6	1	4	4	0	168000
992	8	CompShg	Wd Sdng	Wd Sdng	BrkFace	3	4	GasA	2	1	SBrkr	2	6	1	4	4	0	187000
993	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	173900
994	5	CompShg	CemntBd	CmentBd	Stone	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	337500
995	7	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	121600
996	6	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	136500
997	6	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	185000
998	4	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	1	0	SBrkr	3	6	1	4	1	0	91000
999	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	206000
1000	3	Tar&Grv	BrkComm	Brk Cmn	None	3	4	GasW	1	0	FuseF	1	2	0	4	1	0	82000
1001	6	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	FuseA	0	6	0	1	4	0	86000
1002	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	232000
1003	6	CompShg	VinylSd	VinylSd	BrkFace	3	4	GasA	1	1	SBrkr	3	6	0	4	4	0	136905
1004	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	181000
1005	8	CompShg	HdBoard	HdBoard	BrkFace	2	4	GasA	4	1	SBrkr	3	6	0	4	4	0	149900
1006	3	CompShg	Plywood	Plywood	None	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	163500
1007	4	CompShg	CemntBd	CmentBd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	88000
1008	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	240000
1009	5	CompShg	Wd Sdng	Wd Sdng	None	3	1	GasA	0	1	SBrkr	3	6	0	5	5	0	102000
1010	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	135000
1011	5	CompShg	AsphShn	AsphShn	None	3	4	GasA	4	0	SBrkr	3	6	0	5	5	0	100000
1012	7	CompShg	Wd Sdng	Wd Sdng	None	3	2	GasA	4	1	SBrkr	2	6	2	4	4	0	165000
1013	4	CompShg	MetalSd	Stucco	None	3	4	GasW	4	0	SBrkr	3	1	0	4	4	0	85000
1014	5	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	119200
1015	6	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	227000
1016	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	203000
1017	5	CompShg	HdBoard	HdBoard	None	2	4	GasA	2	1	SBrkr	2	6	1	4	4	0	187500
1018	5	CompShg	HdBoard	HdBoard	BrkFace	2	4	GasA	2	1	SBrkr	2	6	1	4	4	0	160000
1019	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	213490
1020	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	176000
1021	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	194000
1022	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	2	1	FuseA	3	6	0	1	1	0	87000
1023	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	191000
1024	6	WdShake	Stone	HdBoard	None	2	4	GasA	4	1	SBrkr	2	6	1	4	4	0	287000
1025	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	112500
1026	5	CompShg	MetalSd	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	2	4	4	0	167500
1027	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	293077
1028	5	CompShg	WdShing	Wd Shng	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	105000
1029	7	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	118000
1030	8	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	3	6	0	5	5	0	160000
1031	3	CompShg	Wd Sdng	Plywood	None	3	4	GasA	0	1	SBrkr	3	6	2	4	4	0	197000
1032	7	CompShg	MetalSd	MetalSd	None	2	2	GasA	0	1	SBrkr	2	6	1	4	4	0	310000
1033	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	230000
1034	7	CompShg	MetalSd	MetalSd	None	3	2	GasA	0	1	SBrkr	1	6	1	1	4	0	119750
1035	3	CompShg	Wd Sdng	Wd Sdng	None	3	2	GasA	0	0	SBrkr	3	6	0	4	4	0	84000
1036	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	315500
1037	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	287000
1038	6	CompShg	CemntBd	CmentBd	None	3	4	GasA	4	1	SBrkr	3	6	1	5	5	0	97000
1039	4	CompShg	CemntBd	CmentBd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	80000
1040	4	CompShg	Wd Sdng	Wd Sdng	BrkCmn	3	4	GasA	0	1	SBrkr	3	0	1	4	4	0	155000
1041	8	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	2	1	SBrkr	2	6	0	4	4	0	173000
1042	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	196000
1043	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	0	1	SBrkr	2	6	1	4	4	0	262280
1044	5	WdShngl	BrkFace	BrkFace	None	2	4	GasA	4	1	SBrkr	2	6	1	4	4	0	278000
1045	5	CompShg	BrkFace	Wd Sdng	None	3	4	GasA	0	1	FuseA	3	3	1	4	4	0	139600
1046	5	CompShg	CemntBd	CmentBd	Stone	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	556581
1047	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	145000
1048	4	CompShg	HdBoard	HdBoard	BrkFace	3	1	GasA	4	1	SBrkr	3	2	1	4	4	0	115000
1049	7	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	84900
1050	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	176485
1051	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	200141
1052	6	CompShg	VinylSd	VinylSd	BrkCmn	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	165000
1053	6	CompShg	HdBoard	HdBoard	Stone	3	4	GasA	0	1	FuseA	3	3	1	4	4	0	144500
1054	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	255000
1055	5	CompShg	Plywood	Plywood	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	180000
1056	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	185850
1057	6	CompShg	HdBoard	HdBoard	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	248000
1058	5	CompShg	VinylSd	VinylSd	Stone	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	335000
1059	7	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	1	0	220000
1060	5	CompShg	CemntBd	CmentBd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	213500
1062	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	0	SBrkr	3	3	0	4	4	0	90000
1063	6	CompShg	MetalSd	MetalSd	None	3	2	GasA	2	1	SBrkr	2	6	1	4	4	0	110500
1064	6	CompShg	Plywood	Plywood	BrkFace	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	154000
1065	5	CompShg	Wd Sdng	Wd Sdng	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	328000
1066	7	CompShg	VinylSd	VinylSd	None	2	4	GasA	2	1	SBrkr	3	6	1	4	4	0	178000
1067	6	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	167900
1068	4	CompShg	CemntBd	CmentBd	None	3	4	GasA	2	1	SBrkr	3	0	1	4	4	0	151400
1069	7	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	SBrkr	2	6	0	4	4	0	135000
1070	5	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	135000
1071	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	154000
1072	3	CompShg	MetalSd	MetalSd	None	3	4	GasA	1	1	FuseA	3	6	1	4	4	0	91500
1073	6	CompShg	HdBoard	Plywood	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	159500
1074	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	194000
1075	6	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	SBrkr	3	6	2	4	4	0	219500
1076	8	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	2	1	SBrkr	2	2	1	4	4	0	170000
1077	5	CompShg	VinylSd	Plywood	None	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	138800
1078	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	155900
1079	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	126000
1080	7	CompShg	VinylSd	VinylSd	BrkFace	2	2	GasA	0	1	SBrkr	2	6	0	4	4	0	145000
1081	5	CompShg	HdBoard	HdBoard	None	3	4	GasA	1	1	SBrkr	3	6	0	4	4	0	133000
1082	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	192000
1083	6	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	2	4	4	0	160000
1084	5	CompShg	HdBoard	HdBoard	None	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	187500
1085	6	CompShg	HdBoard	HdBoard	None	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	147000
1086	5	CompShg	CemntBd	CmentBd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	83500
1087	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	252000
1088	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	0	0	4	4	0	137500
1089	5	CompShg	MetalSd	MetalSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	197000
1090	4	CompShg	BrkFace	BrkFace	None	3	4	Wall	1	0	FuseA	3	6	0	4	4	0	92900
1091	5	CompShg	MetalSd	MetalSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	160000
1092	5	CompShg	MetalSd	MetalSd	None	3	4	GasA	1	1	SBrkr	3	6	1	4	4	0	136500
1093	8	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	2	1	SBrkr	2	6	0	4	4	0	146000
1094	7	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	129000
1095	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	2	1	SBrkr	2	6	1	4	4	0	176432
1096	7	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	SBrkr	2	6	0	5	5	0	127000
1097	5	CompShg	HdBoard	HdBoard	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	170000
1098	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	128000
1099	5	CompShg	Plywood	Plywood	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	157000
1100	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	0	FuseF	1	6	0	4	4	0	60000
1101	5	CompShg	HdBoard	MetalSd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	119500
1102	7	CompShg	Wd Sdng	Wd Sdng	BrkFace	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	135000
1103	6	CompShg	BrkFace	BrkFace	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	159500
1104	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	106000
1105	5	CompShg	HdBoard	HdBoard	BrkFace	2	4	GasA	0	1	SBrkr	2	6	2	4	4	0	325000
1106	5	CompShg	HdBoard	HdBoard	None	2	4	GasA	2	1	SBrkr	2	6	1	4	4	0	179900
1107	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	274725
1108	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	181000
1109	5	CompShg	MetalSd	MetalSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	280000
1110	5	CompShg	HdBoard	HdBoard	None	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	188000
1111	6	CompShg	Plywood	Plywood	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	205000
1112	7	CompShg	WdShing	Wd Shng	None	3	4	GasA	4	1	FuseA	3	6	0	4	4	0	129900
1113	7	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	2	1	SBrkr	2	6	0	4	4	0	134500
1114	7	CompShg	MetalSd	MetalSd	None	3	2	GasA	0	1	SBrkr	2	6	0	4	4	0	117000
1115	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	318000
1116	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	184100
1117	7	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	130000
1118	6	CompShg	MetalSd	MetalSd	None	3	2	GasA	4	1	SBrkr	3	3	0	4	4	0	140000
1119	5	CompShg	BrkFace	Wd Sdng	None	3	4	GasA	4	1	FuseA	3	6	0	4	4	0	133700
1120	5	CompShg	BrkFace	BrkFace	None	3	4	GasA	4	1	FuseA	3	6	1	4	4	0	118400
1121	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	212900
1122	3	CompShg	AsbShng	AsbShng	None	3	4	GasA	0	1	FuseA	3	6	0	4	4	0	112000
1123	9	CompShg	VinylSd	VinylSd	None	3	0	GasA	0	1	SBrkr	3	6	0	5	5	0	118000
1124	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	2	1	SBrkr	2	6	1	4	4	0	163900
1125	5	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	1	6	1	1	1	0	115000
1126	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	174000
1127	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	259000
1128	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	215000
1129	5	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	140000
1130	3	CompShg	WdShing	Plywood	None	3	4	GasA	4	1	SBrkr	2	3	2	4	4	0	135000
1131	5	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	0	5	5	0	93500
1132	4	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasW	4	1	SBrkr	1	6	0	1	4	0	117500
1133	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	239500
1134	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	169000
1135	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	0	SBrkr	3	6	1	4	4	0	102000
1136	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	4	1	FuseA	3	6	0	4	4	0	119000
1137	8	CompShg	VinylSd	VinylSd	None	3	2	GasA	2	0	SBrkr	3	6	0	5	5	0	94000
1138	5	CompShg	Plywood	ImStucc	None	3	4	GasA	4	1	SBrkr	2	6	2	4	4	0	196000
1139	5	CompShg	Stucco	Stucco	None	3	1	GasA	4	1	SBrkr	3	0	1	4	4	0	144000
1140	7	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	139000
1141	7	CompShg	Plywood	Plywood	BrkFace	3	2	GasA	0	1	SBrkr	2	6	1	4	4	0	197500
1142	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	424870
1143	3	CompShg	Wd Sdng	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	0	5	5	0	80000
1144	4	CompShg	MetalSd	MetalSd	None	3	1	Grav	1	0	FuseA	1	6	0	4	4	0	80000
1145	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	149000
1146	5	CompShg	Wd Sdng	Wd Shng	BrkFace	2	4	GasA	4	1	SBrkr	2	6	1	4	4	0	180000
1147	7	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	1	6	1	4	4	0	174500
1148	7	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	116900
1149	9	CompShg	VinylSd	VinylSd	None	3	2	GasA	0	1	SBrkr	3	6	0	4	4	0	143000
1150	5	CompShg	BrkFace	BrkFace	None	3	4	GasA	0	1	FuseA	2	6	1	4	4	0	124000
1151	4	CompShg	HdBoard	Plywood	BrkFace	3	4	GasA	4	1	SBrkr	1	6	2	4	4	0	149900
1152	7	CompShg	Stone	Stone	None	3	4	GasA	0	1	SBrkr	0	6	1	4	4	0	230000
1153	8	CompShg	Wd Sdng	Wd Sdng	None	2	2	GasA	0	1	SBrkr	3	6	0	4	4	0	120500
1154	6	CompShg	VinylSd	VinylSd	Stone	3	4	GasA	4	1	SBrkr	2	6	2	4	4	0	201800
1155	8	CompShg	Plywood	Plywood	None	2	2	GasA	4	1	SBrkr	2	6	1	4	4	0	218000
1156	8	CompShg	BrkFace	BrkFace	None	3	2	GasA	2	1	SBrkr	2	6	1	4	4	0	179900
1157	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	230000
1158	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	235128
1159	6	CompShg	HdBoard	HdBoard	BrkFace	2	4	GasA	4	1	SBrkr	2	6	1	2	4	0	185000
1160	5	CompShg	Plywood	Brk Cmn	None	3	4	GasA	1	1	SBrkr	3	6	1	4	4	0	146000
1161	7	CompShg	HdBoard	HdBoard	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	224000
1162	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	129000
1163	4	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	0	1	4	0	108959
1164	7	CompShg	Plywood	Plywood	None	3	4	GasA	0	1	SBrkr	2	6	1	4	4	0	194000
1165	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	233170
1166	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	245350
1167	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	173000
1168	7	CompShg	Stucco	Stucco	None	3	4	GasA	0	1	SBrkr	2	6	2	4	4	0	235000
1169	5	CompShg	HdBoard	HdBoard	BrkFace	2	2	GasA	0	1	SBrkr	2	6	1	4	4	0	625000
1170	6	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	171000
1171	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	163000
1172	5	CompShg	MetalSd	MetalSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	171900
1173	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	SBrkr	0	0	1	5	5	0	200500
1174	8	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	239000
1175	5	CompShg	HdBoard	HdBoard	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	285000
1176	5	CompShg	HdBoard	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	119500
1177	8	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	115000
1178	6	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	SBrkr	3	6	1	1	4	0	154900
1179	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	2	1	SBrkr	3	3	1	5	5	0	93000
1180	5	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	250000
1181	5	CompShg	CemntBd	CmentBd	Stone	0	4	GasA	0	1	SBrkr	2	6	1	4	4	0	392500
1182	5	CompShg	Wd Sdng	ImStucc	None	2	4	GasA	0	1	SBrkr	0	6	2	4	4	0	745000
1183	6	CompShg	Stucco	Stucco	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	120000
1184	4	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	2	1	SBrkr	3	6	2	4	4	0	186700
1185	7	CompShg	AsbShng	AsbShng	None	3	2	GasA	2	1	SBrkr	3	6	0	4	4	0	104900
1186	5	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	0	1	1	0	95000
1187	5	CompShg	ImStucc	ImStucc	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	262000
1188	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	195000
1189	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	2	6	1	4	4	0	189000
1190	4	CompShg	MetalSd	MetalSd	Stone	3	2	GasA	0	1	SBrkr	3	6	1	4	4	0	168000
1191	5	CompShg	MetalSd	MetalSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	174000
1192	8	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	2	6	0	4	1	0	125000
1193	5	CompShg	VinylSd	VinylSd	BrkFace	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	165000
1194	7	CompShg	HdBoard	HdBoard	Stone	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	158000
1195	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	176000
1196	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	219210
1197	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	144000
1198	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	178000
1199	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	148000
1200	5	CompShg	MetalSd	MetalSd	None	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	116050
1201	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	197900
1202	8	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	117000
1203	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	213000
